User ID,Top k Items
11978,"[ 7998  8717   167  1232  8637  9607  8563  4789  2299 15413  9118  2481
  4519 13274 17420   146  6152 15343  6227 10050]"
11979,"[ 6162  6084 13365  5187  3240 17772 14258 10438  3548 12998  4030 12481
 12269  9175 12256   407  1802  3291  5592  3630]"
11980,"[ 3240 14294  7145  8944  8878  3001 11745 15352 14819  9440  5204  2107
  4247  9357  6162  5691  5392  3291 13551  1784]"
11981,"[  469  9092 14008  1752 17392  5392  5093 12295 14615  1521  2275  4232
  2382  7436 12997  6624  3885  2290  7932 13682]"
11982,"[11648  4445  7067 12975 16350  1405  8503  6768 17598  5884  9388  9065
 10976  7825  5375  1309 14848  3325  5506 11395]"
11983,"[ 1521  6162 16237  9421  2956  5825 14294  1802  3951  3548 15342  5377
  1210  6036  5845  6124  2228 14656 10987 10788]"
11984,"[ 8502  2214 13863  5033  5038 16530  3285  9608 13090  6031 10791  2352
 10350 12828  8346  5541 16879  2856 16126 10799]"
11985,"[  843  5252  5003 15058  2393 13274  1232  3117 16665  1042  9118  4673
 15516  7509  2518  7998  1848  9571  1597  9791]"
11986,"[10114  3369 14294  9440  6162 16426  3548 15396  1329 17382  7411  3291
 16577  9211 11745 16801  7020  2299 10633 14656]"
11987,"[ 4062 11823 11868  3411  4789 16019 10264  1457 12089 11143  8076 13260
 13597  9659 17315 16253 16513   214  3120 14780]"
11988,"[12156  7784 13956  2290  2641  3166  2144  8020  3025 13321 12416 10641
  2504  9165 15832 17009  7072   201 12086 12565]"
11989,"[ 4561  9799 17287 13260  7020 15535 14169  4789 11315 13144 17609 10114
 12998   478 12498 12945 10685 17621  9357 16879]"
11990,"[ 5204  9211  4437  3272 13270  3766  5340  7716  7343  8944  7607 11140
  6077 14456 10334  5212 12998 17142  4907  3984]"
11991,"[ 2144  9834  2275  2340  4062  5003  2972  3166 10411  5058 11823  2290
 14407    81  6936 11435  3666  1522 17374  5725]"
11992,"[12997  8130  8491  2051  5093  4641 12226  9092  3099  5377  5083 13304
  6162  8374 11732 17734    66 15148  4078  3548]"
11993,"[16427 12189   817  6363  5933 10405  3144  3243  3751 11140  1455  3272
  6279 17067  4437  7343 13728  9471  1912  9357]"
11994,"[11648  7286  5415 12461 10015 17598 15422 15982 12339  9573 10572  5692
 11597  7055 11590 12257  8062 16262  8591 14437]"
11995,"[17772 14258 16237  2119  6162 14294 15342  1835  6556  5187 12672  9372
  6720  3214 16925  6724  3291 12586  4094 12777]"
11996,"[14776   167 11193 13810  4094  4437  9559 10334 16427  3228  3766    82
 17701  5221  9691  5777  7329  3411  5816   865]"
11997,"[ 3853   257  8426 11859 10799  5812 10407 14795 17701  9559   762  2408
 10633  3859 16602 13938  3768 14776 12998 14780]"
11998,"[ 9994 16254  2700  4445 11774 14433 11395 10574 13040 11648   262  4070
  8576  9330 10080  3356 17149 17509 17734  1668]"
11999,"[10334  4856  4561  4907  3984  3228    49  4437  7343 16427 11572   167
 14787 14776  5204 15352   478  4673  6854 16385]"
12000,"[12998 14151  3240 15891  9223 13365 12370  6969 12883  5187 10212   855
  5681 17382  8878  3853  4184 12481     3  2173]"
12001,"[ 8322 10851  1587 12142 17786  8267 15279 11698 16196  8738 11810 11185
 13767 13820 10537 14223 14005 15620  3283   858]"
12002,"[ 1521  9803 13089 14794  5083 17371  4678  4177  8491 11229  5377 13304
  6126  3250   733  6637 14789  4046  5218  5622]"
12003,"[  344  5825  8648 15598 12006   570 12983  3128 12269  2759 14450  1457
 11195  7548 10326  6632  5631  8738  2956 11168]"
12004,"[ 8742 12509  4108  6382  9335 16725 13063  7411  4557  4673 11257 15703
  7667  5003  2445  7934  9125  3452   715 11648]"
12005,"[ 5392 12226 11648  4177  6971 15663  5377 17734  4108  2432 14700 11300
   391  5494 11119  2720  1521 12509  5909  6382]"
12006,"[17772  5377 15622  1292 14929 13571 17439  5991 13539   219  4940  3291
  3438  2941  4177   451 10763  3548 11300  7932]"
12007,"[12157 13672 16360 13475  3025 15620 11810 17786  5946  2504 16830  8020
 13941  1586 14450  8738  5187  1747  5845  3166]"
12008,"[ 8215  4062  2275  2144   700  7951  7683 11206  2228  9664 12997  3099
  3666 11435 10302  1457  9447  3474 17392 14648]"
12009,"[16767 16480 12416  3869  1848 10403  7808 16610  4062   201  2290 17061
  2144 16253 10987 12983 10788  1819  8140   344]"
12010,"[10334  7607  5204  3228  4519 17420 14776 16385  3489   167  3766  4437
    82 13270  7200  4907  6077  8717 10919  3984]"
12011,"[11225 14834   843 14413 16179 10066  3737  7663 15213  5083 16480 17043
  9793  9532   257 14449  5252 17094  4481 15516]"
12012,"[11648  5377  9288  6213 17734 16483 15663  7807   625 11597  6126  9092
  9034  7934  8491  6124  2432  6138  9999  7043]"
12013,"[ 1742 13533 15213  8504  5214 12336 15349 14834  1989 11474 10425  3707
 16444 16093  3290  9793  5912 17163 11267  3717]"
12014,"[11648 14345 17598 15028 12394  5506  5286 14821 15982  3787 17746 16350
 14538  7067  1238 17672  5660  3178  2465  5415]"
12015,"[ 4437 13270  5204  7343 16427  4907 14585 11140  3766  7295  9306  3228
 17420 17142  6363  9471  6077  3100 14787  7199]"
12016,"[ 7934 14794 11648 17734   443 11018 10080 17238  8491 11277  2932  5912
 13729 14834  3707  2653   609 17371  6971 15982]"
12017,"[10633  4673 17135  2786  3590 14780  2384 12321 15492  5768  7313   167
  7998 15535 11010 12961   828  9659 10407  8717]"
12018,"[ 1210  3240   804 10393  6303 12256 12998  4385  7477  5246 14656  9421
  4030 12089 12883  8159 11160 17371   238  5187]"
12019,"[14930  2066  8517    15  7472    66  7368 13533  2195   685 15792   997
  3884 17238 11018  9532  2076 12274 10922  6851]"
12020,"[ 4385  5187  2144 17382  6162 11168 13862  8400  1315 12321 13522  2228
  5825   344  3630  3548  1802  8878  1320  1833]"
12021,"[14453  6209  8727 16241  5496 14641 15099  1224  7868 12675  2555  9626
 11513 12257  1292  7299  2419 15539  2673  8062]"
12022,"[ 5907  8601 15312  2961 14651  6873   612 14318  5938  8257 11950 15748
 14499 15443 11914 12064 16550    52  6627  1747]"
12023,"[11823  2340 16253  3762  2937  1522 12089  9958  2228   693 17135  9571
  1848  8658  5777  8400 16318 16503  9664  3666]"
12024,"[ 3774 15030  9513  7399  5596 12341   612  8601 11010 14372  6873 13130
 11162 11950  7674 11315 11697 10350 12256   772]"
12025,"[12303  8226 11102  7144  4799 10199  9260 10262 11513  3207   691  6827
 13038  4900 12761 15691 13833  7932 11185 12364]"
12026,"[  804  6162  5921  5187 11950   828  3128  1210 16801 12256  9659  9175
 11010 16783 16427  2690 10438  9421 13862   113]"
12027,"[12341  4256  3774  9513 14372  7399  5596  9235 15030  9259  4131 13566
 13839  1852 11698 15279 13061 10155 11697   612]"
12028,"[16161  8870 15808  6079  5093  8577   277   949  2393  6586  1597  2290
  8846  2275   843  1902 11823  4062  9415 13748]"
12029,"[16506  4673   167 12883  2299  7329  3762 12321  2340 16427 10633  3411
 12089 11193 13862  2384 11010   865  4856 11315]"
12030,"[ 4561  9607 10334 14776 11315  2384  2786 15492 17621  4789    49 17287
 17613  6431  1237  7200  3984 14456 12511 17420]"
12031,"[ 9118  5725  8563  1522  3701   167  3590  9559  4062  8717 14212  3375
  3944  5221 17382 17135 16253 16503 13063 13862]"
12032,"[11315 15492 12498   804 15972 14787  3240  2786 14828 11245 12269  4437
 16879 12511 17613  2937  3411  9440   478 16427]"
12033,"[ 6124  5377 12665  5825  4356  9134 13245  7592 14656  3737  7367  6162
 16539 10788  7934 14111   443 13728   391 14449]"
12034,"[ 5187 10212 12983 11067 14017 12481  7683 17277 12370 12998 13365  2148
 17382 17478  1320   879  5825 12573 15621 11206]"
12035,"[  171  4856  4561  1210   804 13390  7343 15861  3762   167  4673  4201
  2378 14485  9440 13300  1190  1648  9607 17621]"
12036,"[ 2190 12983 12868  5187 14017  9635 15565  3944 14258  1495 13261  5124
  9225 14443  8140  6556 10633   828  1738  2682]"
12037,"[14983  5083  9612  1871  4678 13988  4849 13304  3207 14850 16458  9391
 12761  6637  1997 11354 15061 11138   755 17290]"
12038,"[14839  6382 10655 12997 10819  7950 13089  3250  4177 16179  2298  8491
  7066 16483  7934  4481  9125  3988   989 17734]"
12039,"[ 3590 12441  3666 16253  1210 11315 10633 11010  9175   804  3411  9958
  3762  4673  2340 12511 13862 16503 12883  7329]"
12040,"[ 4481  4177 17371  5033  4218  3240 12256 14794  8159 16879 16101  6942
 11160 16482 16426  9440  4440  7934  9297   599]"
12041,"[11648  9335 13572  6213  6557 16725  7272  6066   634  5392   669 10280
  9642  1808  4285  8623  7932  5506  8340  3505]"
12042,"[ 4177  8491  5825  9223  9985 11277  4385   956  6632  5377 13728  8878
 10326  3623 17392 14783 17789 12998 17203  4641]"
12043,"[17238 11042  5942  2195  8435 15319  7945    15 11267 16708 11119 16179
 11081  3792  1561 16191 11018 14496 17734  6851]"
12044,"[ 4561 15172 14281  5328  5546 16748  4373 11143   693    74  5047  7928
  9125  8201 14828  6031  7020 13144 14015 13285]"
12045,"[14017 11049 11173  6556  7489  9716   432   110 11767  5212 13438  9790
  8563 13682 11093  1010 12416 17642  6279  2290]"
12046,"[  478 12498  4561 12828  7818 11315    49 14828  4437 17613 17621 15535
 17609 14456  2214 13863 16427 11950   772 17020]"
12047,"[ 6632   391 10403   515  3631  1315  6382  2119 14294  6218 11300 17043
  1329  8895  5003  9335  9357  8400  7411  6162]"
12048,"[11823  5003 12206 10080 14281  7016  5860 10089  1541  2445  6218 11294
 10723 16665   843 16179 16057 14498   599  7934]"
12049,"[10334 13872   167  7998  4907  3489  3774  7200 14776    49  7582 16930
  3984 16664  4673  9607   865  1796  4437 17420]"
12050,"[13168  3190 14834  8721 11125 11277 13533 12094  7543  2627  1522 12227
 10020  4789 11664 15806 12936 11042  3707  1742]"
12051,"[ 5392 13571  4037 14857 10428  4523  1808  8705  7189 13539  5958  8869
 15622 17210  6213 10096   451  2496  6557  3291]"
12052,"[ 4437 16427 14787 13260  7343 13810  9691  6952 17315  1210 10334 11140
 12759  4856  6363  3228  6431 11572  4673  3411]"
12053,"[ 2340 11010  3944  1522 10633  7329   849 14780  5124  2937 13862  5725
  2144  5187 12883  9211  8505  3666 10663 11435]"
12054,"[10350  8257   612 14828  9196 11162  2214  1679 11950  7818 12256 13863
 12498  6873  8346  5395 14318  8084 10799 17613]"
12055,"[  165  5003  1597 11823  9958  1042  3762 10788  8633  8658  7934  2275
  1848  6586  2432 16503  2393 15861 14095 14111]"
12056,"[13270  5204  4437  3766 13261 16427   184 17142  9471  7200  7582  4094
  7607  4907  9306 13872 17420  7716 12374  9211]"
12057,"[ 9118 10633  2972  8717  8895  3762 16105  9559 17701  5725 14603  3666
 13862 11193  8400 12987  2144 13274 13371  4094]"
12058,"[14780 12269  6227  5934 10633   804 10438  1802  3411 17382 16427 10326
  9175  3631  8648 12759  1236  3751 10987  1210]"
12059,"[13130 11950  7674  8601 14499  1679 12256 15443 14318  6084  2690 10484
 13365  5187 11914 11931 15620 10663 11430   612]"
12060,"[ 3240  5592  9421 12498  4856  2434 14294   478  2178 13365 12759 17382
  5156 16801 12883 14644 16503  4673 11168 17621]"
12061,"[16818  4646  7982 14703  2107  9919  5757  2032 13033   860 16758 17755
  2751 13174  7737  9033  8543  3449 12241 17757]"
12062,"[ 9691  4519 14776  6227 17420  7343   167   478 17287 10685  7965  4437
   184 14787  3489 16427   515  6723 10334 11745]"
12063,"[10577  9335  5204  2196 16725  9357 13417  4624  6066 15097  9342 16604
 11484  5265  4925  8136  9125 11774 17565 11648]"
12064,"[16237 17772 14294  1568 12759  1835  3291  6162  2807 15342  1540 11416
  1829  1833 11140  6720  9372  1521  5643  7808]"
12065,"[12321 13862 17382  6162 13127 17135  3411  7874  2190  4094 12961 15343
  9421  7329 16385  7759  4925  7709 11168 12883]"
12066,"[ 9059  8013   469   956  2670 15010  5392 11648 11296 16257  9092  3932
 17172 10246 16767 15432  1904  5687  6003  4232]"
12067,"[ 4561  7934  1222 15929  8637  1648 12945  6431  1796 15361 17609  1604
  6717 13260  9811  6470  8663 10685 17020    49]"
12068,"[13144 11010  3853 17382  9559 12883  3859 12998 12828  9799   478 14151
 14776 14780 17547 10633  1340  9503   525   167]"
12069,"[ 3666  2340 10403  3411  8541 17701 16513  7808   924 16610  8286  7329
   214 13172 11823  8846  7103 10633  2144  3762]"
12070,"[ 7017 14008 11648 11119  8591 13168 14496 15393  8846  3676 11039 12011
 17238  9803  6005 11042 14262  9709  4232 17734]"
12071,"[ 4561 15467 15172  6432  9799 10685  7670 17020   257  7525 10799 12945
 10931  6242 16002 11773 14705 10222 11232 10791]"
12072,"[ 7607  4907 13270  5204 12489  9211  3766 16427 10633 16664  7716 10287
  4437  7582  3984  7343 13872  9471 16937 14585]"
12073,"[11329  9793 11474   843 14834  9465  8397 12394 12037 16179  2653 13168
   986 10066  9748 11533  7244  9488  3290  2674]"
12074,"[ 5907  8601 14651  6873 11950  8257 11430   612 11914  6627 14318 14499
  1853 15443  5938  7674 10350 15748    52 12256]"
12075,"[  751 12754  5003  2393  1522 16253  8870  9571 16503  2972  3590 11823
  4062 11342  8717 13274 17764  8895 15413 10716]"
12076,"[ 7934  4789 13533  3190 10561 16539  5912  4218 11474    15  6971 11143
 10050  4481 10819  2195 15524  1742 15213  8435]"
12077,"[ 5187  1809  5845 13365  6344  6084  3704  4184 12576  8505 15752 11914
 10326  3751  8140 16656 11251  3965 13672  6162]"
12078,"[16229  9335 13572  7017  9170  9595  4652  7932 15622  4232  2318  5643
 15757  8016 15982 12997 14789  5725  5924  2720]"
12079,"[ 2423  1783   277  6005 11719  1215 12551  5093 17054 13787  5277 15393
 16767   675  9999 10403  8640   298  1042  3869]"
12080,"[ 2107 14703  5757  4646  7982  9919 16818 16758  2032 13033  7737  2751
  9033  3449 12241  6301  9191 17757 17755   860]"
12081,"[ 9375  4218 13395  2873 11590 15982 16879  4177  7417  6637  6971 16857
  1210 11948 11277  9612  9297 16818  4481 17392]"
12082,"[ 6971 16253 14885  4641 13127 13245  5003  6206  3411  6586 11119 17258
 13371 14794  8895 13635 10788 16857  8400 14656]"
12083,"[13304  5643  7932 15274  2432 14983 14656  3548  3291  5083 14794  4232
 11648  8130  8086 17094 13571  5392 14092  5624]"
12084,"[10350  8944  4561  5590   478 14828  4673 14012 10896 10799  4778  1648
  5681 17609 11350 17613  7343   772   171 14485]"
12085,"[ 6162  1568  6363  2119  3272  8944 17772  2222 13270 14294 11140  3144
  6556 16427  6724  7343 12672  5958  5933 16674]"
12086,"[10080  1742 16879  3707  5912  2653 10931  8435 11474   257 16109  8201
 17715  9799 15199 13260 12945  6971 10222  4789]"
12087,"[  392  9612 11354  7934   755 14794  4678  3677  4177  7066   524 16179
 14983 13304  6314 14111  9391  4481 10031 15172]"
12088,"[ 8446 13438  4075  4171 15924  1738 11093 15590  6739   188 10542 11309
 14545  2936  8773 11049  1672 15306  2581 10428]"
12089,"[ 2299 17135  3590  4856  3762 15663  2378 14656  6206 13245  3411 17564
  7329  9616   167  9659  6162  1796 13551  4519]"
12090,"[ 8944  9691 15972  1210  3240 12719  4437 16730 13609 15904 12883 14828
  7295  2119  1738 11193  8249  6720 12489  8505]"
12091,"[ 4789 10264  8895  1457  6431 17315  6227  3590 10788 13390 10050  4856
 17621 12811   828  5094  2299 16503 16253 16857]"
12092,"[ 3984  3766  7200  7582 14776 10334 13270  3489 17420  5204    49    82
  2678  3228 14787 13872   184  7607  3287   648]"
12093,"[  307 14794 16973  7951  5643  5212  2290  2372 13635  9335  2682  3139
 17370 11601  8130  9719 15453  7932 11628  6781]"
12094,"[ 4037 13855 12593 13456 16603  2575  3457 10918  6094  6768  6023  4328
 15553  4167 10279  6439  7351  7932  1654 17308]"
12095,"[11245 13239  9659  2384 17621 10733 16107 11704  9799 15492  2786  4561
  4673  4519 11315  7329  8076 16783  8279 15396]"
12096,"[ 5187 10633  9211  3944  3666  6381  2144  9834 16243  5825  7683 16111
  8541 15995   201  6303   858 11342 16656  2275]"
12097,"[ 2173 14456  4423  9799  4437  3540 16108 10763 16930  8878 14776  5204
  3859  9629  6532 16743  9811  5774  7607  8648]"
12098,"[11140 12269  4172  9985  9447  2228 14319  9664  3474 10438  9592   804
  7478  5339  5825  2759 12189  6286 10326 16601]"
12099,"[14978 11236 13935 16345 11036 17702  2300 11039 16029 15213 13864  9488
  8790 13855  2404  8846 13168 14490  8870 11042]"
12100,"[12675 12364 10107 17645  8322  9694 14748  3249  5054 17265  6973  8267
  5430  4940 15577  9260 17786  8048  1587  5643]"
12101,"[ 3766  5204 13270 16427  3228  3984 14787    82  7716  7582   184  7343
 17420  7607  4907 14585  7200  3100 16664   865]"
12102,"[10788 14449 12089 14594  2378 11143  5094 16253  2956  1210  5562  7808
 10685 13728  6586  4177 17538 13260  4992  4755]"
12103,"[ 5003 16253  1042  8400  3762  8658  6586  4856  3590 11823  4641  5781
  1848  4950 12269 16480  2340  2378  1597  2275]"
12104,"[ 6162  5845   828  6811  4247  6720 17203  3704  8130  6303  5825 11206
 12481 16801  8140  3965   201 16656 12550  7411]"
12105,"[ 4561   693 11823  3411 14281 17621  8201 13260  4673  7329  5328 16503
  9799 14012 11143 14015  1522 16879 13127  4789]"
12106,"[10998  2750  8950  1099 17693  2284  9457  4042   217  2594 14292 13434
  4213  5357  5067  3674  5038 11840 11491 14565]"
12107,"[16385  5340  4907  6162  5265  4437  6279  7716 14585  3489 12370  3228
   355 13551 11140 15891  7343  9211  3272  3951]"
12108,"[14930  3707   609  9532 11474  4481  8504  8772 16179  6306  2653  7934
 10425 13533  8517  5912   986  1742  2956  4218]"
12109,"[11168  2172 13571  2119 15828  3752   813  3291 14271 12759 12672 11437
 17370  9335  4673  7103 11745 14294 17470  4641]"
12110,"[17404 10859  1522 13682 16868  8846 17572  5951  4232  1902  2275  9165
 10277 16767  6969  6355   494 11173  5003  9513]"
12111,"[11823  8400  5003 12321 16009  8577 12961  4817  7998 16911 16105  7874
  1522  9571 17701  8717 11732   762  2340  8470]"
12112,"[16879 17715  7670 10931 17020   257  9799  7525  9266 10222 12828 10685
  8181  8650 15887 10799 15172 11474  7041 15913]"
12113,"[11315  3240  6084 12498  6374  4385  3704  1210 16427 13034  1575   855
 11245  5187 12256   238 11010 12883  5575     3]"
12114,"[16101 16879 15144  4481 11704  4561    74  4218  4789  5332  6717 17621
  9297  2178 14281 14656  4177  4755  9440 11245]"
12115,"[10633  3704 13270 10334  7200 14776  4385  7607  4423  1204 16602  8480
 16427  9225  7329  7582  9440 11010 11193  4437]"
12116,"[ 5392 11277  3470  7017 14574  9170 11732 11119 17355  5093 11648 11267
  8577  2275 10280  9092 14839  4908  6079  3429]"
